id,words
21950,and_highly
31110,have_made
30996,the_money
28205,downright
10124,are_awful
10356,no_talent
12843,and_fails
3260,absolutely_horrible
9039,a_stinker
28310,sounded
28227,throwing
13648,badly_acted
18720,disgrace
32027,sees
25038,minutes_the
31192,in_many
20546,delicate
30352,characters_were
20477,hackneyed
30667,so_they
30532,reminds
27098,was_nothing
6794,are_amazing
30419,engaging
16963,not_recommended
32706,soundtrack
20240,a_ridiculous
27604,balance
30441,the_dialog
710,terrible_as
31573,half_of
10815,this_pile
25255,have_worked
16496,perfectly_cast
1971,a_headache
3247,this_tripe
33390,who_is
25296,half_way
33300,film_and
26994,to_even
26995,would_love
25778,was_looking
26055,nominated_for
23167,the_different
31332,again_and
31916,makes_the
14764,also_shows
33619,around
24499,rubber
27874,minutes_and
26650,check_it
22542,d_rather
32940,robert
31922,master
30739,pleasure
28916,nothing_else
16424,first_10
27166,consists
31264,his_father
24855,all_for
14860,agreed_to
14938,very_poorly
19187,wrenching
17658,has_everything
19608,a_gem
33621,horror
31931,the_dialogue
28276,different_from
32210,success
22437,be_fair
26863,its_time
28084,especially_in
11886,than_many
20710,meryl_streep
30525,a_fun
28043,job_as
32888,what_a
16054,embarrassingly
31294,cast_is
31900,spend
27468,disagree
32536,somehow
25484,hilarious_and
27325,really_liked
32517,america
23072,may_seem
20197,the_lowest
28148,to_rent
14407,black_guy
28579,of_human
9211,absolute_worst
28377,a_b
30087,young_man
8285,a_disappointing
32674,sister
31523,knowing
10248,laughable_the
14250,ruined_by
16375,stupid_movie
